word,frequency
itchy_red,2
itchy_skin,5
itchy_skin_condition,2
iteither,1
item,577
item_belong,2
item_can,2
item_clothing,4
item_customer,2
item_hide,1
item_ingest,1
item_inventory,3
item_knife,2
item_liquid_lung,2
item_purchase,24
item_shelf,2
item_smoking_locker,2
item_store,5
item_value,4
item_value_,2
itemization,7
itemization_account,6
itemization_account_document,2
itemized,60
itemized_receipt,54
itemized_statement,5
itemized_statement_patient,5
items,40
iterate,3
iters,1
itf,3
itf_date,2
itin,2
itis,1
itmr,4
itmr_month,3
itmr_month_june,3
itr,4
its,1
iu,2
iv,591
iv_adequate_indication,2
iv_antibiotic,29
iv_cipro,2
iv_decubitus,1
iv_fluid,32
iv_fluid_given,1
iv_hydration,6
iv_infusion,4
iv_intravenous,29
iv_intravenous_antibiotic,2
iv_intravenous_fluid,7
iv_line,6
iv_narcan,1
iv_piggy,1
iv_pole,2
iv_pressure,19
iv_pressure_ulcer,5
iv_result_preadmission,5
iv_rocephin,5
iv_rocephin_schedule,1
iv_section,9
iv_statement,17
iv_thickness,3
iv_tubing,2
iv_vein,7
iv_vein_antibiotic,4
iv_zosyn,2
ivcrc,2
ivermectin,24
ivermectin_oral,3
ivermectin_tablet,2
ivf,20
ivf_complete,1
ivf_replacement,2
ivf_replacement_follow,2
ivf_vein,1
ivfs,2
ivh,2
ivp,1
ivpb,2
ivru,16
ivru_recording,1
ivs,1
ivy,2
iwl,1
ix,2
ixzz1sbcubrj8,2
j0700,1
j_drug_restrain,2
j_hydration,5
j_hydration_facility,2
j_k,8
j_sufficient,3
j_sufficient_fluid,3
j_tube,9
ja,2
jacket,13
jacket_large,2
jagged,8
jagged_edge,2
jagged_wound,1
jail,25
jail_want,2
jam,6
jam_spoon,2
jamb,2
jame,1
jan,4
janice,1
janitor,20
janitor_f,4
janitor_look,2
janitor_rush,2
janitorial,2
janitorial_closet,2
janitorial_closet_room,2
january,1631
january_11_2013,3
january_13_2010,2
january_13_2011,3
january_13_2015,9
january_13_2016,6
january_14,55
january_14_2009,3
january_14_2010,6
january_14_2011,6
january_14_2012,4
january_14_2013,5
january_14_2014,3
january_14_2015,5
january_15_2011,2
january_16_2009,5
january_16_2015,6
january_16_2017,1
january_17,45
january_17_2011,7
january_17_2012,3
january_17_2013,9
january_17_2014,4
january_17_2017,2
january_18,42
january_18_2011,4
january_18_2012,3
january_18_2013,3
january_18_2014,8
january_18_2017,4
january_19,36
january_19_2011,1
january_19_2012,4
january_19_2013,3
january_19_2014,5
january_19_2016,1
january_19_2017,4
january_20,67
january_2003,4
january_2003_include,1
january_2012_tar,2
january_20_2012,13
january_20_2013,4
january_20_2015,9
january_20_2017,6
january_21,35
january_21_2009,2
january_21_2011,2
january_21_2012,13
january_21_2013,3
january_21_2014,5
january_22_2008,1
january_22_2012,5
january_22_2013,4
january_22_2014,5
january_23,50
january_23_2008,4
january_23_2011,5
january_23_2012,7
january_23_2013,5
january_23_2015,7
january_23_2016,3
january_24_2010,2
january_24_2017,4
january_25_2010,1
january_25_2012,2
january_25_2013,1
january_25_2017,5
january_26,54
january_26_2008,2
january_26_2011,1
january_26_2012,8
january_26_2013,9
january_26_2016,3
january_26_2017,6
january_27,63
january_27_2008,4
january_27_2010,2
january_27_2011,2
january_27_2012,5
january_27_2014,3
january_27_2015,2
january_27_2016,7
january_27_2017,9
january_28,62
january_28_2008,3
january_28_2009,1
january_28_2010,17
january_28_2013,17
january_28_2015,2
january_28_2017,3
january_29,66
january_29_2010,3
january_29_2011,18
january_29_2012,4
january_29_2013,9
january_29_2015,4
january_2nd,3
january_30_2012,3
january_31,32
january_31_2010,3
january_31_2011,2
january_31_2012,2
january_31_2013,5
january_31_2014,2
january_31_2015,2
january_31_2017,6
january_9_2013,2
january_9_2015,13
januvia,12
januvia_100,2
januvia_100_mg,2
januvia_amaryl,2
japanese,1
jar,8
jarring,1
jaundice,3
jaw,62
jaw_area,4
jaw_closed,2
jaw_tooth,3
jawbone,1
jawline,2
jazz,1
jealous,6
jealousy,2
jean,6
jehovah,1
jejunostomy,10
jejunostomy_tube,4
jejunum,7
jejunum_small,2
jell,2
jell_o,2
jello,1
jelly,17
jelly_burn,3
jelly_sandwich,5
jeopardize,29
jeopardize_health,7
jeopardize_health_welfare,2
jeopardize_patient,2
jeopardized,2
jeopardized_client,2
jeopardy,47
jeopardy_4,2
jerk,51
jerk_head,3
jerk_instability,2
jerk_instability_make,2
jerk_movement,9
jerk_movement_body,5
jerk_pillow,3
jerk_slide,1
jerk_unstable,1
jerking,2
jerks,1
jerky,4
jest,1
jet,3
jevity,19
jevity_1,9
jewelry,2
jewish,1
jj,6
jma,1
jo400,2
jo400_pain,2
jo400_pain_frequency,2
job,329
job_answer_light,2
job_classification,2
job_coach,38
job_coach_inform,2
job_coach_pick,2
job_description,114
job_description_bom,2
job_description_detail,2
job_description_position,3
job_description_title,8
job_duty,7
job_performance,4
job_report_allegation,2
job_responsibility,6
job_summary,7
job_summary_nursing,1
jobdescription,1
jobsite,1
jock,1
joe,1
joern,3
joern_hoyer,3
joern_hoyer_presence,3
john,2
johns,1
johnson,1
join,23
join_family,3
join_group,2
join_head,2
joint,541
joint_anxiety_disorder,2
joint_bear,2
joint_capsule,6
joint_capsule_etc,2
joint_cartilage,5
joint_chronic_pain,2
joint_contracture,8
joint_deformity,1
joint_disease,16
joint_disease_result,2
joint_dislocation,2
joint_inflammation,1
joint_ligament,2
joint_mobility,84
joint_mobility_accurately,3
joint_mobility_assessment,25
joint_mobility_limitation,11
joint_mobility_rom,3
joint_mobility_screening,3
joint_mobility_status,9
joint_observation_interview,5
joint_osteoporosis,2
joint_pain_stiffness,2
joint_replace,2
joint_replace_hip,2
joint_replacement,6
joint_result_immobilization,13
joint_sacral_region,2
joint_stiffness,1
joint_upper_low,2
jointly,246
jointly_direct,56
jointly_separately,27
joints,4
joist,4
joist_put,3
joke,24
joke_like,1
jokester,1
jokingly,1
jolly,1
jolt,6
jolt_forward,4
jolt_forward_cna,2
jone,1
jostle,1
jot,1
journal,48
journal_american,5
journal_medicine,2
journal_nursing,6
journal_submit,2
journey,3
joy,5
joy_stick,3
joyce,1
joystick,4
jr,4
jsp,2
jt,73
jt_clog,5
jt_management,2
jt_placement,1
jt_pull,3
jt_pull_client,1
jt_replace,2
jt_replacement,6
jt_site,3
jt_stitch,1
jt_surgeon,1
judah,5
judah_unit,2
judge,11
judge_manage,2
judge_protect,1
judgement,56
judgement_abstract,3
judgement_idt,2
judgement_impairment,2
judgement_memory,3
judgement_poor,1
judgement_reasoning,2
judgement_unsteady,1
judgment,133
judgment_behavior,15
judgment_behavior_unspecified,1
judgment_determine,5
judgment_impair,2
judgment_impaired,2
judgment_physical_limitation,2
judgment_poor,1
judgment_reasoning,4
judgment_stroke,1
judgment_thinking,3
judgment_unsteady,2
judiciously,1
jug,4
jugular,1
juice,86
juice_dispenser,2
juice_dispenser_machine,2
juice_expire,1
juice_glucagon,1
juice_gt,4
juice_gt_physician,1
juice_milk,1
juice_nourishment,1
juice_plastic,2
juice_pudding,2
july,1660
july1,1
july10,1
july19,1
july_12_2011,2
july_13_2009,6
july_13_2011,2
july_13_2015,4
july_13_2016,5
july_15_2011,5
july_15_2016,2
july_16,79
july_16_2008,7
july_16_2009,2
july_16_2010,12
july_16_2012,3
july_16_2014,6
july_16_2015,10
july_16_2017,7
july_17_2008,1
july_17_2016,2
july_18_2010,2
july_18_2011,2
july_18_2012,3
july_18_2013,4
july_18_2016,2
july_18_2017,5
july_19,46
july_19_2010,16
july_19_2013,7
july_19_2016,8
july_19_2017,6
july_20,55
july_2009_version,2
july_2011_letter,18
july_2014_qac,2
july_20_2007,1
july_20_2010,7
july_20_2011,2
july_20_2012,3
july_20_2015,3
july_20_2016,3
july_20_2017,14
july_21,57
july_21_2010,5
july_21_2011,3
july_21_2012,4
july_21_2014,5
july_21_2015,12
july_21_2017,3
july_22,52
july_22_2009,5
july_22_2010,11
july_22_2013,3
july_22_2014,6
july_22_2015,9
july_22_2016,6
july_23,46
july_23_2010,3
july_23_2012,3
july_23_2013,4
july_23_2014,12
july_23_2015,3
july_23_2016,3
july_23_2017,2
july_24,70
july_24_2011,6
july_24_2013,10
july_24_2014,3
july_24_2015,4
july_24_2016,4
july_24_2017,23
july_25,52
july_25_2007,8
july_25_2013,4
july_25_2015,8
july_25_2016,3
july_25_2017,10
july_26,44
july_26_2010,4
july_26_2012,3
july_26_2013,4
july_26_2015,3
july_26_2016,6
july_26_2017,6
july_27,31
july_27_2011,2
july_27_2013,2
july_27_2014,3
july_27_2015,7
july_27_2017,1
july_28,35
july_28_2007,4
july_28_2011,2
july_28_2014,3
july_28_2015,7
july_28_2016,1
july_29,40
july_29_2008,3
july_29_2011,5
july_29_2014,9
july_29_2015,5
july_29_2016,1
july_31,49
july_31_2008,2
july_31_2010,2
july_31_2011,9
july_31_2014,8
july_31_2015,13
july_31_2017,4
july_7,102
july_7_2009,1
july_7_2011,6
july_7_2014,4
july_7_2015,9
july_7_2016,19
july_7_2017,6
july_8_2014,2
july_9_2013,1
jump,59
jump_building,1
jump_car,3
jump_chain,2
jump_fence,3
jump_grab,2
jump_move,4
jump_move_vehicle,1
jump_seat,4
jump_second,3
jump_second_fence,2
jumpy,1
jun,2
junction,6
june,1703
june_11_2013,3
june_13,55
june_13_2007,3
june_13_2011,7
june_13_2013,6
june_13_2014,13
june_13_2016,6
june_13_2017,7
june_14_2011,13
june_14_2012,13
june_15_2011,11
june_15_2016,7
june_16,45
june_16_2009,2
june_16_2010,4
june_16_2011,7
june_16_2014,3
june_16_2015,2
june_16_2017,5
june_17,47
june_17_2009,1
june_17_2010,1
june_17_2011,4
june_17_2014,12
june_17_2015,3
june_17_2016,3
june_17_2017,10
june_18,56
june_18_2009,2
june_18_2014,9
june_18_2015,5
june_18_2017,13
june_19_2007,2
june_19_2012,3
june_19_2013,3
june_19_2014,2
june_19_2015,5
june_19_2017,2
june_20,57
june_2006,7
june_2013_couldn,2
june_2015_tar,6
june_20_2007,3
june_20_2011,3
june_20_2013,11
june_20_2014,5
june_20_2016,3
june_20_2017,4
june_21,48
june_21_2011,11
june_21_2012,6
june_21_2013,6
june_21_2014,4
june_21_2016,3
june_21_2017,5
june_22_2009,1
june_22_2012,8
june_22_2013,2
june_22_2014,2
june_22_2017,12
june_23,43
june_23_2010,15
june_23_2014,9
june_23_2015,7
june_24_2010,7
june_24_2017,3
june_25,34
june_25_2010,2
june_25_2011,4
june_25_2012,2
june_25_2013,6
june_25_2014,4
june_25_2015,5
june_25_2016,2
june_25_2017,1
june_26,54
june_26_2008,4
june_26_2011,7
june_26_2012,5
june_26_2015,8
june_26_2017,10
june_27,36
june_27_2007,1
june_27_2008,2
june_27_2009,4
june_27_2011,3
june_27_2012,4
june_27_2017,5
june_28,48
june_28_2010,5
june_28_2011,9
june_28_2012,7
june_28_2014,5
june_28_2017,16
june_29,90
june_29_2008,1
june_29_2009,10
june_29_2012,6
june_29_2014,8
june_29_2015,24
june_29_2016,4
june_29_2017,12
june_5,2
june_9_2015,5
jungle,2
jungle_n,2
jurisdiction,63
jurisdiction_alteration,14
just,1
justice,86
justice_act,4
justice_criminal,1
justice_doj,4
justice_doj_prior,4
justice_prior,4
justice_prior_provide,3
justice_purpose,1
justification,36
justified,2
justify,9
justify_need,2
juvenile,1
jvd,1
k147,1
k43,1
k_056,2
k_comprehensive,5
k_mart,2
k_pain,3
k_pain_management,14
k_special,3
k_treatment,1
k_ul,6
k_wash,1
kaiser,1
karaoke,1
kardex,11
kardex_post,3
kathy,2
katz,1
kayexalate,2
kayexelate,3
kcal,6
kci,1
kcintra,1
kcl,14
kcl_extended,2
kcpg,2
keen,1
keep,611
keep_binder,2
keep_blood_glucose,2
keep_catheter_securely,2
keep_cigarette,7
keep_cigarette_light,2
keep_cigarette_lighter,2
keep_clean,18
keep_clean_dry,6
keep_drawer,3
keep_heimlich,2
keep_key,4
keep_key_month,2
keep_kitchen_door,2
keep_light_reach,4
keep_line_sight,3
keep_lock,26
keep_locked,2
keep_low_position,2
keep_medication_cart,3
keep_mind,2
keep_nurse_station,3
keep_overnight,2
keep_patient_77,2
keep_receptionist,2
keep_repeat,8
keep_safe,13
keep_safe_away,2
keep_safe_close,2
keep_secure,19
keep_secure_facility,19
keep_track,3
keep_unlocked,2
keep_wallet,5
keep_wallet_pant,2
keeper,1
keeping,48
keflex,25
keflex_250,3
keflex_250_mg,2
keflex_500,1
keflex_administer,1
keflex_antibiotic,4
keflex_discontinue,3
keimlich,1
kelly,2
ken,2
kenmore,2
kennedy,1
kenneth,1
keno,6
kentucky,1
keppa,1
keppra,9
keppra_anti,2
keppra_anti_seizure,2
kepra,2
ker,6
keratotic,2
kerlex,2
kerlix,15
kerlix_ace,1
kerlix_dressing,3
kern,1
ketoacidiosis,1
ketoacidocis,1
ketoacidosis,29
ketoacidosis_complication,1
ketoacidosis_dka,1
ketoacidosisis,1
ketocidosis,1
ketoconazole,6
ketoconazole_2,3
ketoconazole_cream,3
ketoconazole_cream_2,2
ketone,32
ketone_level,4
ketone_poisonous,2
ketonemia,1
ketonuria,1
ketorolac,1
ketosis,1
ketotic,2
kettle,1
key,139
key_4,3
key_allow,2
key_allow_access,2
key_component,2
key_drawer,1
key_locate,7
key_locate_open,2
key_medication_cart,2
key_unlock,2
keyboard,4
keyhole,1
keypad,1
kg,30
kg_fluid,1
kg_multiply,2
khaki,1
kick,292
kick_ass,8
kick_foot_thrash,2
kick_heel_protector,4
kick_hit,8
kick_pinch,2
kick_punching,2
kick_random,2
kick_right_knee,2
kick_spit,2
kick_strike,3
kick_window,3
kicked,1
kicking,5
kid,14
kid_make,2
kid_not,2
kidney,566
kidney_adequately,3
kidney_bladder,10
kidney_bladder_urethra,6
kidney_cancer,1
kidney_damage,5
kidney_dialysis,6
kidney_dialysis_center,3
kidney_disease,31
kidney_failure,54
kidney_filter,4
kidney_foundation,2
kidney_function,72
kidney_function_normalize,2
kidney_function_normally,2
kidney_function_test,4
kidney_function_worsen,2
kidney_liver,6
kidney_liver_failure,2
kidney_liver_work,2
kidney_longer,4
kidney_longer_able,2
kidney_longer_work,1
kidney_remove_waste,3
kidney_suddenly,3
kidney_ureter,7
kidney_work_properly,3
kidneys,2
kids,4
kill,159
kill_alcohol,2
kill_bacteria,7
kill_boyfriend,2
kill_gun,1
kill_kill,1
kill_mother,2
kill_scabie,7
kill_son,1
killer,2
killer_directly,2
kilocalorie,3
kilocalorie_kcal,3
kilocalories,1
kilogram,20
kilogram_kg,3
kilogram_weight,3
kim,1
kimberly,3
kimberly_clark,3
kimble,1
kimvent,6
kimvent_turbo,2
kin,11
kin_los,2
kinbrae,1
kind,158
kind_mental_illness,2
kind_ointment,3
kind_ointment_severe,3
kind_thing,3
kinda,1
kindergarten,1
kindness,8
kindness_dignity,1
kindness_respect,3
kindness_respect_dignity,2
kindred,1
king,2
kink,6
kink_urinary,1
kinked,3
kiss,90
kiss_breast,1
kiss_cheek,3
kiss_fondle,2
kiss_forehead,2
kiss_grab,2
kiss_harassment,2
kiss_harassment_near,2
kiss_lip,7
kiss_lip_employee,3
kiss_occasion,2
kiss_right_cheek,2
kissing,12
kissing_oral,2
kissing_receipt,2
kit,146
kit_contain,2
kit_e,1
kit_expiration,2
kit_expiration_date,2
kit_foley,2
kit_inspect,1
kitchen,489
kitchen_10,2
kitchen_8,1
kitchen_apron,2
kitchen_cabinet,1
kitchen_chlorine,2
kitchen_cooking,3
kitchen_cooking_complete,2
kitchen_counter,4
kitchen_counter_dcs,1
kitchen_dietary_supervisor,2
kitchen_dish,2
kitchen_dishwashing,2
kitchen_door,16
kitchen_door_cook,1
kitchen_door_open,1
kitchen_drain,3
kitchen_dry,5
kitchen_employees,2
kitchen_equipment,3
kitchen_floor_drain,2
kitchen_food_supply,2
kitchen_hand_washing,3
kitchen_hood,4
kitchen_ice,3
kitchen_ice_machine,2
kitchen_keep_clean,3
kitchen_kitchen,6
kitchen_kitchen_area,2
kitchen_lock,5
kitchen_lock_night,1
kitchen_potential_contaminate,2
kitchen_prepare,7
kitchen_prepare_food,2
kitchen_prepare_meal,2
kitchen_protect_prepared,2
kitchen_refrigerator,3
kitchen_restroom_locate,2
kitchen_retrieve,2
kitchen_sanitary,2
kitchen_sanitation,3
kitchen_sanitizer,2
kitchen_scullery,1
kitchen_sink,4
kitchen_tour,4
kitchen_utensil,2
kitchendur,1
kitchens,1
kk,6
klebsiella,10
klebsiella_pneumonia,3
klebsiella_pneumoniae,5
kleenex,1
klonopin,10
klonopin_0,2
klor,3
klor_con,2
kluwer,1
kmart,1
kne,2
kne_time,2
kne_time_day,2
knee,886
knee_4,4
knee_abrasion,3
knee_amputation,23
knee_amputation_aka,2
knee_amputation_leg,4
knee_amputee,2
knee_ankle,15
knee_arthroplasty,2
knee_bent,4
knee_buckle,2
knee_buckle_cna,2
knee_bump,2
knee_cap,8
knee_flexion,1
knee_immobilizer,10
knee_joint,14
knee_large_green,2
knee_low_leg,2
knee_painful,1
knee_replacement,4
knee_swell,2
knee_swelling,2
knee_swollen,4
knee_trunk,2
kneecap,3
kneel,16
kneel_floor,2
kneel_position,3
kneeling,5
kneeling_position,1
knees,2
knelt,2
knew,3
knewaboutresident1,1
knife,76
knife_bedside,2
knife_bedside_cabinet,2
knife_cut,2
knife_dining,1
knife_pant,3
knife_possession,1
knife_sharp,2
knife_try_pry,2
knit,4
knob,16
knobs,2
knock,69
knock_bedroom,2
knock_bedroom_door,2
knock_cell,3
knock_door,10
knock_enter,3
knock_floor,2
knock_obtain_permission,1
knot,7
know,2624
know_9,1
know_able_understand,15
know_acid_indigestion,2
know_alert_cooperative,2
know_ambu_bag,1
know_antecedent_behavior,2
know_attempt_exit,2
know_be,17
know_be_suppose,3
know_be_tell,1
know_black_box,2
know_butterfly,2
know_clinically_significant,2
know_combative_disruptive,2
know_condom,2
know_condom_available,2
know_engage_self,2
know_engagement,3
know_escalate_audio,2
know_exact_date,2
know_exactly,5
know_exactly_happen,2
know_forever,2
know_forgetful,3
know_go_happen,30
know_happen,38
know_heir,20
know_heir_die,2
know_history_elopement,2
know_hoard,2
know_insert_rectal,2
know_key_locate,2
know_kimvent,2
know_mandate_reporter,5
know_manic,5
know_owe,54
know_perceive,3
know_physiological,3
know_physiological_condition,1
know_possibly_unsafe,2
know_previous_handling,5
know_propel_independently,2
know_prune,2
know_prune_client,2
know_remove_tab,2
know_return_money,54
know_rose,2
know_sexual_predator,2
know_speech_clear,2
know_stimulant,2
know_suspect,55
know_suspect_abuse,11
know_suspect_outbreak,2
know_trigger_allergy,2
know_unable_walk,1
know_unknown_origin,4
know_violent_history,2
know_wanderer,2
know_whereabout,5
know_wrong,72
knowing,1
knowingly,8
knowingly_employ,2
knowingly_employ_individual,2
knowingly_fail,2
knowledge,324
knowledge_action,24
knowledge_alleged,6
knowledge_consent,54
knowledge_incident_reasonably,3
knowledge_severely_impair,2
knowledge_skill,7
knowledge_suspect,10
knowledge_suspect_abuse,2
knowledge_suspect_physical,1
knowledgeable,18
knowledgeable_implement,1
knowledgeable_respond,3
knowledgeable_train,2
known,23
known_behavior,3
known_mean,3
known_mean_pain,2
known_wandering,2
knuckle,14
knuckle_swelling,1
koda,1
kool,1
kootchi,1
korean,4
kp,1
ks,16
ks_l,16
ks_l_tell,3
kub,10
kub_kidney,3
kudiseases,1
kw,1
kwell,1
kypainmed,2
kyphoscoliosis,1
kyphosis,2
kyphotic,1
l00,1
l1,9
l1_l2,2
l1_lumbar,2
l2,3
l3,1
l4,3
l5,6
l5_coccyx,2
l5_coccyx_tailbone,2
l6,1
l_5,1
l_creatinine,1
l_critically,1
l_dialysis,5
l_dialysis_facility,1
l_drug,2
l_eyebrow,2
l_leave_buttock,4
l_left_buttock,2
l_left_hand,2
l_left_heel,2
l_liter,3
l_m,6
l_m_oxygen,2
l_milliequivalent,2
l_min,17
l_min_oxygen,1
l_n,2
l_normal_reference,1
l_reference,1
l_unnecessary,2
l_unnecessary_drug,2
l_x,14
la,10
la_palma,2
lab,346
lab_12,2
lab_analysis,1
lab_chest_x,2
lab_collect,3
lab_critical,1
lab_diagnostic,6
lab_draw,16
lab_lab,2
lab_laboratory,4
lab_result,48
lab_result_fax,3
lab_result_obtain,2
lab_test,19
lab_test_draw,2
lab_testing,3
lab_value,4
lab_work,30
lab_work_administer,2
lab_work_draw,2
lab_work_indicator,2
lab_work_sic,2
label,150
label_bottle,1
label_design,2
label_information,5
label_label,2
label_methadone,2
label_morphine,1
label_package,2
label_pharmacy,1
label_risperdal,2
label_share,5
label_share_cost,4
labeling,13
labeling_drug,2
labeling_prescription,1
labeltype,1
labia,4
labia_majora,2
labile,21
labile_mood,5
labile_undergo,1
labile_unstable,5
lability,2
labium,3
labor,36
labor_breathing,16
labor_breathing_lethargic,2
laboratory,535
laboratory_analysis,6
laboratory_blood_test,14
laboratory_confirm_salmonella,2
laboratory_diagnostic,3
laboratory_lab,12
laboratory_lab_result,1
laboratory_result,116
laboratory_result_abnormal,2
laboratory_result_date,17
laboratory_result_fax,2
laboratory_specimen,3
laboratory_study,13
laboratory_study_complete,2
laboratory_study_rule,2
laboratory_test,92
laboratory_test_complete,4
laboratory_test_draw,2
laboratory_test_result,32
laboratory_testing,3
laboratory_ua,2
laboratory_urinalysis,2
laboratory_value,19
labored,43
labored_breathing,21
labored_shallow,1
labs,1
labtest,1
labtestsonline,1
lac,1
lace,5
lacerate,7
lacerate_skin,3
lacerate_skin_tear,3
lacerated,7
lacerated_wound,2
laceration,689
laceration_bridge,1
laceration_coccyx_area,2
laceration_cut,19
laceration_cut_skin,2
laceration_day_later,2
laceration_deep,15
laceration_deep_cut,2
laceration_forehead,30
laceration_head,13
laceration_left,32
laceration_left_ear,2
laceration_left_eye,2
laceration_left_eyebrow,7
laceration_left_foot,2
laceration_left_forehead,3
laceration_left_hand,2
laceration_left_head,2
laceration_left_scalp,2
laceration_left_temple,2
laceration_lip,2
laceration_mid,1
laceration_newly,2
laceration_newly_operate,2
laceration_r_right,2
laceration_require_suture,2
laceration_right_arm,1
laceration_right_cheek,1
laceration_right_eyebrow,8
laceration_right_shoulder,2
laceration_right_upper,1
laceration_scalp,6
laceration_superficial,2
laceration_suture,2
laceration_suture_patient,2
laceration_upper_low,2
laceration_vaginal,1
lacerations,2
lack,606
lack_ability_understand,3
lack_adequate_supervision,2
lack_appetite,13
lack_automatic,3
lack_awareness,15
lack_awareness_medication,2
lack_bladder,8
lack_blood_flow,6
lack_blood_supply,5
lack_continuity,2
lack_coordination,30
lack_energy,1
lack_fire,68
lack_foot_rest,3
lack_hazard_awareness,5
lack_healthy,6
lack_impulse,4
lack_impulse_control,4
lack_insight,2
lack_insulin,2
lack_insurance,3
lack_insurance_coverage,1
lack_menstruation,2
lack_oxygen,48
lack_oxygen_blood,1
lack_oxygen_brain,6
lack_oxygen_cause,1
lack_palpable,1
lack_potassium_chemical,2
lack_progress_deterioration,2
lack_red_blood,2
lack_safety_awareness,13
lack_sensation,3
lack_specificity,12
lack_specificity_increase,3
lack_structured,2
lack_sufficient,8
lack_tolerance,7
lack_tolerance_nepro,4
lack_voluntary,7
lacounty,1
lacri,2
lacri_lube,2
lacrimal,1
lactamase,5
lactamase_esbl,1
lactate,16
lactate_2,3
lactate_antipsychotic,2
lactate_injection,2
lactate_level,2
lactic,20
lactic_acid,6
lactic_acid_level,2
lactic_acidosis,11
lactobacillus,1
lactose,1
lactulose,41
lactulose_medication,7
lactulose_medication_give,2
lactulose_solution,4
lacunae,1
lad,2
ladder,6
ladder_climb,2
lady,55
lady_like,2
lafd,8
lal,65
lal_low_air,2
lal_mattress,36
lal_mattress_rail,1
lamb,3
lamictal,15
lamictal_accord,2
lamictal_anticonvulsant,3
lamina,1
laminectomy,7
lamisil,1
lamotrigine,3
lamp,2
lampholder,2
lanaseptic,1
lanced,1
lancet,8
land,89
land_buttock,4
land_face,3
land_face_floor,2
land_floor,24
land_floor_sustain,1
land_floor_wheelchair,2
land_left,6
land_right_strapped,2
land_strip,1
land_tailbone,2
land_tailbone_result,2
landing,43
landing_floor,4
landing_floor_pad,3
landing_mat,4
landing_pad,20
landing_pad_bed,4
landing_pad_floor,1
landing_pad_side,1
landing_strip,1
landlord,2
landlord_tenant,2
landmark,1
landscape,1
landscaping,1
lane,16
lane_local,2
language,362
language_barrier,6
language_deliberately,2
language_english,6
language_expression,2
language_fully,2
language_gesture,3
language_include_disparaging,4
language_interpreter,2
language_judgment,23
language_judgment_behavior,7
language_manner,34
language_manner_understand,16
language_mean,4
language_perception,3
language_require_extensive,1
language_rough,4
language_skill,6
language_skill_behavioral,3
language_spanish,1
language_speak,4
language_speak_understand,1
language_willfully,21
lanolin,1
lanoxin,1
lanterman,2
lanterman_petris,2
lanterman_petris_short,2
lantiseptic,3
lantiseptic_cream,1
lantus,27
lantus_insulin,11
lantus_insulin_10,1
lantus_insulin_administer,2
lantus_long,3
lantus_solution,2
lap,185
lap_attach,2
lap_bar,11
lap_bar_close,3
lap_belt,22
lap_buddy,43
lap_buddy_apply,2
lap_buddy_restraint,2
lap_dance,5
lap_stroke_hair,1
lap_tie,4
lap_tray,8
lap_tray_try,2
laparoscopic,5
laparoscopy,1
laparotomy,15
laparotomy_surgical,2
lapd,8
lapd_family,2
lapd_family_member,2
lapse,11
laptray,1
large,661
large_amount,15
large_beef,2
large_bite,6
large_bite_food,1
large_black,9
large_bloody,2
large_bolus,2
large_bony,2
large_bowel,11
large_bowel_movement,5
large_brown,2
large_bruise,26
large_cloth,2
large_cloth_material,2
large_coffee,1
large_creamy,2
large_decubitus_ulcer,2
large_deep,7
large_deep_wound,2
large_dos,6
large_ecchymosis,2
large_fry,2
large_fry_large,2
large_gash,2
large_goose,6
large_goose_egg,2
large_green,3
large_heavily,9
large_hematoma,20
large_hematoma_bruise,2
large_hematuria,2
large_intestine,25
large_intestine_colon,1
large_intravenous_iv,2
large_liquid_bm,2
large_loose,11
large_loose_stool,5
large_lump,3
large_mass,2
large_metal,1
large_opened,2
large_oxygen_tank,1
large_padded,2
large_padded_chair,2
large_painful,3
large_parking_lot,2
large_peanut,1
large_piece,23
large_piece_chicken,2
large_piece_meat,4
large_portion,4
large_purulent,3
large_red_circular,2
large_red_perineal,3
large_reddened,2
large_reddish,1
large_right_sided,5
large_soft_loose,2
large_stander,2
large_stool,4
large_stool_colon,2
large_storage_shed,1
large_subdural_hematoma,2
large_thick,7
large_triangular,4
large_triangular_bone,3
large_unsprinklered,3
large_unsprinklered_patio,1
large_vein,9
large_vein_leg,3
large_volume,2
large_watery,9
largely,4
largely_distended,3
largely_distended_hard,2
larva,2
larva_find,2
laryngeal,13
laryngeal_cancer,2
laryngeal_voice,2
laryngeal_voice_box,2
laryngectomy,1
laryngoscopy,2
larynx,7
larynx_voice,2
larynx_voice_box,2
lascivious,1
laser,10
lash,2
lasix,46
lasix_20,2
lasix_20_mg,2
lasix_40,5
lasix_40_mg,3
lasix_decrease,3
lasix_diuretic,5
lasix_dosage,2
lasix_flomax,2
lasix_water,2
lasix_water_pill,2
last,44
last_9,2
last_hour,3
last_longer,4
last_minute,2
last_second,1
lasting,2
lastly,2
latch,31
latch_end,2
latch_gate,2
latch_locking,2
latch_locking_mechanism,2
latch_stall,2
late,289
late_afternoon,15
late_afternoon_evening,3
late_effect,17
late_effect_cva,3
late_entry,98
late_entry_7,2
late_entry_read,2
late_reporting,8
late_service_training,2
late_z,2
lately,11
later,925
later_2,1
later_24,51
later_24_hour,12
later_afternoon,11
later_day_12,29
later_diagnose_scabie,2
later_evening,16
later_evening_frighten,2
later_type,29
lateral,197
lateral_ankle,3
lateral_aspect,4
lateral_border,2
lateral_displacement,2
lateral_knee,2
lateral_leg,4
